frame_index,frame_num,frame_timestamp,num_of_rois,roi_num,person_classified,emotion_classified,person_score,angry_prob,disgust_prob,fear_prob,happy_prob,sad_prob,surprise_prob,neutral_prob,entropy,arousal,valence,x,y,w,h
0,frame_0000,0:01:15,1,frame_0000_00,interviewer,happy,0.6167049457277927,2.242807298898697,4.754653275540477e-05,2.8570912778377533,53.516316413879395,2.618875727057457,11.683682352304459,27.08117663860321,1.22133796065308,0.49106479618521626,0.42630947477286163,214.0,92.0,105.0,147.0
1,frame_0001,0:01:25,1,frame_0001_00,interviewee,sad,0.5530680446892812,0.02359780773986131,0.002039214268734213,0.12817695969715714,0.07331904489547014,96.36081457138062,0.00021339324121072423,3.4118328243494034,0.1670175886199859,-0.38388337461819905,-0.5785260024083981,313.0,105.0,89.0,130.0
2,frame_0002,0:01:35,1,frame_0002_00,interviewee,neutral,0.6449281716414819,0.4828258417546749,1.8319373795705474e-07,0.21290606819093227,0.0024375698558287695,7.774780690670013,1.0460637156484154e-05,91.52703881263733,0.318733378606018,-0.026694678011146212,-0.051286360326409305,331.0,111.0,91.0,132.0
3,frame_0003,0:01:45,2,frame_0003_00,interviewer,sad,0.8016035851329534,0.005179067738936283,2.7791283136553366e-12,4.400338232517242,9.50227558860206e-06,95.59445977210999,8.26378245347148e-11,1.0607048039901201e-05,0.18102876313492383,-0.3515443305377871,-0.6000049654834202,129.0,125.0,40.0,60.0
4,frame_0003,0:01:45,2,frame_0003_01,interviewee,happy,0.8558836689390129,0.002116146970365662,1.4931305969412279e-06,0.0017241240129806101,97.85731434822083,2.1354960277676582,2.5381594048745626e-08,0.003348245081724599,0.10409905573836256,0.6764839867588327,0.7700203704959024,434.0,117.0,35.0,58.0
5,frame_0004,0:01:55,1,frame_0004_00,interviewee,neutral,0.680324020471482,1.965504443079498,8.928616600902222e-06,0.59295248980537,0.0001235440850874376,32.434289600508784,0.00030009147819036583,65.00682026188494,0.7528601011670443,-0.11379017198864962,-0.21191985742516414,305.0,117.0,95.0,128.0
6,frame_0005,0:02:05,2,frame_0005_00,interviewer,fear,0.9299363068747158,0.00014689926501887385,4.0360858547593844e-15,99.2188811302185,1.4949216975423951e-06,0.7809734437614679,6.39492527942237e-12,1.1804058164949227e-10,0.04569646220392557,0.6914091659965769,-0.6000001437793359,134.0,138.0,40.0,55.0
7,frame_0005,0:02:05,2,frame_0005_01,interviewee,sad,0.7355348156389935,2.748014082953887e-06,1.673449018246842e-08,0.002028477501880843,7.109235866664676e-05,99.99781847000122,1.0638258420272366e-13,7.618496056238655e-05,0.00026225403354287444,-0.39997656035269225,-0.5999985322993888,416.0,126.0,34.0,55.0
8,frame_0006,0:02:15,1,frame_0006_00,interviewer,angry,0.5532989895941445,34.440892934799194,2.3492043510486837e-05,0.04618347156792879,0.0018285207261214964,31.968390941619873,1.3494745587649959e-05,33.54266881942749,1.1018452259692098,0.07910805622246928,-0.4331591793222344,201.0,113.0,104.0,145.0
9,frame_0007,0:02:25,1,frame_0007_00,interviewer,neutral,0.5430646323703068,5.956276541200096,3.3656575022692233e-05,0.16431368791297818,0.43111955264275637,2.6444547451192446,0.004499411270674651,90.79930295952524,0.38618446047456473,0.0293639692105042,-0.05507982791639442,196.0,110.0,106.0,149.0
10,frame_0008,0:02:35,2,frame_0008_00,interviewee,happy,1.0448504080073668,0.5405091036249275,5.210750320672135e-06,0.2639032585736205,98.52832573314599,0.6233589446265764,1.114799994871587e-05,0.0438847817785553,0.09354204091532468,0.692295326601531,0.7791194770373399,90.0,126.0,44.0,59.0
